B_COUNTRY_ALPHA,A_YEAR,G_TOWNSIZE,H_URBRURAL,Q51,Q53,Q55,County Name,World Region
AUS,2018,4,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,5,2,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,8,1,,,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,7,,4,4,4,Australia,Oceania
AUS,2018,2,,2,2,4,Australia,Oceania
AUS,2018,4,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,4,2,3,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,4,2,4,4,4,Australia,Oceania
AUS,2018,2,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,3,3,4,Australia,Oceania
AUS,2018,2,2,4,4,4,Australia,Oceania
AUS,2018,2,2,4,4,4,Australia,Oceania
AUS,2018,4,2,4,4,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,3,3,3,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,3,2,4,3,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,,1,4,3,3,Australia,Oceania
AUS,2018,7,1,4,3,4,Australia,Oceania
AUS,2018,7,2,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,2,2,4,4,4,Australia,Oceania
AUS,2018,5,2,2,2,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,1,1,4,2,2,Australia,Oceania
AUS,2018,2,2,4,4,4,Australia,Oceania
AUS,2018,5,1,1,4,4,Australia,Oceania
AUS,2018,7,1,4,2,4,Australia,Oceania
AUS,2018,2,1,4,4,4,Australia,Oceania
AUS,2018,4,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,3,2,4,4,4,Australia,Oceania
AUS,2018,5,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,2,3,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,2,2,2,1,2,Australia,Oceania
AUS,2018,4,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,1,1,4,4,4,Australia,Oceania
AUS,2018,7,2,4,4,4,Australia,Oceania
AUS,2018,4,1,4,4,4,Australia,Oceania
AUS,2018,4,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,1,1,4,4,4,Australia,Oceania
AUS,2018,7,1,,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,3,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,4,1,4,4,4,Australia,Oceania
AUS,2018,3,1,4,3,4,Australia,Oceania
AUS,2018,3,1,4,4,4,Australia,Oceania
AUS,2018,3,2,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,3,4,4,Australia,Oceania
AUS,2018,4,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,2,2,4,4,4,Australia,Oceania
AUS,2018,8,1,3,2,2,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,6,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,3,1,3,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,3,2,3,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,3,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,1,2,4,4,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,2,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,4,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,7,1,3,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,5,1,2,3,4,Australia,Oceania
AUS,2018,,2,4,4,4,Australia,Oceania
AUS,2018,3,1,4,4,4,Australia,Oceania
AUS,2018,1,2,4,4,4,Australia,Oceania
AUS,2018,2,2,3,3,4,Australia,Oceania
AUS,2018,8,1,4,2,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,3,2,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,3,1,4,2,4,Australia,Oceania
AUS,2018,8,1,4,3,4,Australia,Oceania
AUS,2018,8,1,3,2,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,8,1,3,4,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,2,4,Australia,Oceania
AUS,2018,8,1,4,2,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,5,1,2,3,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,,1,,,,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,3,2,4,4,4,Australia,Oceania
AUS,2018,4,2,3,2,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,4,2,3,1,4,Australia,Oceania
AUS,2018,3,1,4,4,4,Australia,Oceania
AUS,2018,3,2,4,4,4,Australia,Oceania
AUS,2018,5,2,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,2,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,3,2,Australia,Oceania
AUS,2018,8,1,4,2,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,3,1,4,4,4,Australia,Oceania
AUS,2018,7,1,4,3,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,3,2,3,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,2,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,,1,4,3,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,2,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,3,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,4,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,8,1,2,2,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,4,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,,,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,4,2,4,1,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,,1,2,2,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,3,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,8,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,3,4,Australia,Oceania
AUS,2018,5,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,2,3,4,Australia,Oceania
AUS,2018,8,1,3,2,3,Australia,Oceania
AUS,2018,3,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,2,2,3,4,4,Australia,Oceania
AUS,2018,5,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,5,2,4,4,4,Australia,Oceania
AUS,2018,3,1,4,4,4,Australia,Oceania
AUS,2018,1,2,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,4,1,4,2,4,Australia,Oceania
AUS,2018,1,2,4,3,4,Australia,Oceania
AUS,2018,3,2,4,4,4,Australia,Oceania
AUS,2018,1,2,4,3,4,Australia,Oceania
AUS,2018,8,1,2,3,4,Australia,Oceania
AUS,2018,2,2,4,4,4,Australia,Oceania
AUS,2018,2,2,4,4,4,Australia,Oceania
AUS,2018,4,2,4,4,4,Australia,Oceania
AUS,2018,8,1,3,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,6,2,4,4,4,Australia,Oceania
AUS,2018,4,2,4,4,4,Australia,Oceania
AUS,2018,1,2,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,,1,4,4,4,Australia,Oceania
AUS,2018,2,1,4,4,4,Australia,Oceania
AUS,2018,6,1,4,4,4,Australia,Oceania
AUS,2018,7,1,3,1,4,Australia,Oceania
AUS,2018,8,1,4,3,3,Australia,Oceania
AUS,2018,8,1,4,4,4,Australia,Oceania
AUS,2018,5,1,4,4,4,Australia,Oceania
AUS,2018,7,1,3,3,4,Australia,Oceania
AUS,2018,3,1,4,3,3,Australia,Oceania
AUS,2018,7,1,4,4,4,Australia,Oceania
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,2,4,Bangladesh,Asia
BGD,2018,2,1,2,2,2,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,2,2,3,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,2,4,Bangladesh,Asia
BGD,2018,2,1,2,4,4,Bangladesh,Asia
BGD,2018,4,1,4,2,4,Bangladesh,Asia
BGD,2018,4,1,4,3,4,Bangladesh,Asia
BGD,2018,4,1,4,4,4,Bangladesh,Asia
BGD,2018,4,1,4,3,4,Bangladesh,Asia
BGD,2018,4,1,2,3,4,Bangladesh,Asia
BGD,2018,4,1,4,3,4,Bangladesh,Asia
BGD,2018,5,1,4,4,4,Bangladesh,Asia
BGD,2018,4,1,4,4,3,Bangladesh,Asia
BGD,2018,4,1,4,3,4,Bangladesh,Asia
BGD,2018,1,1,4,4,4,Bangladesh,Asia
BGD,2018,1,2,2,1,4,Bangladesh,Asia
BGD,2018,1,2,4,3,4,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,2,2,2,2,3,Bangladesh,Asia
BGD,2018,1,2,4,3,4,Bangladesh,Asia
BGD,2018,1,2,4,4,4,Bangladesh,Asia
BGD,2018,1,2,4,3,4,Bangladesh,Asia
BGD,2018,2,2,1,1,2,Bangladesh,Asia
BGD,2018,2,2,2,2,3,Bangladesh,Asia
BGD,2018,1,2,4,3,4,Bangladesh,Asia
BGD,2018,4,1,3,3,4,Bangladesh,Asia
BGD,2018,4,1,2,2,4,Bangladesh,Asia
BGD,2018,4,1,4,4,4,Bangladesh,Asia
BGD,2018,4,1,2,2,2,Bangladesh,Asia
BGD,2018,4,1,2,2,4,Bangladesh,Asia
BGD,2018,4,1,2,2,4,Bangladesh,Asia
BGD,2018,4,1,2,3,,Bangladesh,Asia
BGD,2018,4,1,2,3,,Bangladesh,Asia
BGD,2018,4,1,2,2,3,Bangladesh,Asia
BGD,2018,4,1,3,2,4,Bangladesh,Asia
BGD,2018,1,2,1,3,1,Bangladesh,Asia
BGD,2018,1,2,2,1,4,Bangladesh,Asia
BGD,2018,1,2,4,1,4,Bangladesh,Asia
BGD,2018,1,2,3,3,4,Bangladesh,Asia
BGD,2018,1,2,4,4,4,Bangladesh,Asia
BGD,2018,1,2,2,2,1,Bangladesh,Asia
BGD,2018,1,2,2,3,1,Bangladesh,Asia
BGD,2018,1,2,4,4,4,Bangladesh,Asia
BGD,2018,1,2,4,2,4,Bangladesh,Asia
BGD,2018,1,2,2,1,,Bangladesh,Asia
BGD,2018,5,1,4,4,4,Bangladesh,Asia
BGD,2018,4,1,4,2,4,Bangladesh,Asia
BGD,2018,5,1,2,4,4,Bangladesh,Asia
BGD,2018,5,1,4,4,3,Bangladesh,Asia
BGD,2018,5,1,4,4,4,Bangladesh,Asia
BGD,2018,4,1,3,2,2,Bangladesh,Asia
BGD,2018,5,1,2,2,1,Bangladesh,Asia
BGD,2018,5,1,4,4,4,Bangladesh,Asia
BGD,2018,4,1,3,2,1,Bangladesh,Asia
BGD,2018,3,1,4,4,4,Bangladesh,Asia
BGD,2018,5,1,2,2,2,Bangladesh,Asia
BGD,2018,5,1,4,4,4,Bangladesh,Asia
BGD,2018,5,1,4,3,2,Bangladesh,Asia
BGD,2018,6,1,4,4,4,Bangladesh,Asia
BGD,2018,5,1,2,2,3,Bangladesh,Asia
BGD,2018,6,1,3,2,4,Bangladesh,Asia
BGD,2018,6,1,4,3,4,Bangladesh,Asia
BGD,2018,6,1,4,3,4,Bangladesh,Asia
BGD,2018,6,1,4,3,4,Bangladesh,Asia
BGD,2018,5,1,4,4,4,Bangladesh,Asia
BGD,2018,5,1,2,2,3,Bangladesh,Asia
BGD,2018,5,1,2,2,4,Bangladesh,Asia
BGD,2018,5,1,4,4,4,Bangladesh,Asia
BGD,2018,5,1,4,4,4,Bangladesh,Asia
BGD,2018,5,1,2,2,4,Bangladesh,Asia
BGD,2018,5,1,4,4,4,Bangladesh,Asia
BGD,2018,5,1,4,3,4,Bangladesh,Asia
BGD,2018,6,1,4,2,4,Bangladesh,Asia
BGD,2018,6,1,4,4,4,Bangladesh,Asia
BGD,2018,6,1,4,3,4,Bangladesh,Asia
BGD,2018,3,2,4,1,4,Bangladesh,Asia
BGD,2018,2,2,4,1,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,1,3,Bangladesh,Asia
BGD,2018,3,2,4,1,2,Bangladesh,Asia
BGD,2018,3,2,2,3,4,Bangladesh,Asia
BGD,2018,3,2,4,3,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,1,2,4,4,4,Bangladesh,Asia
BGD,2018,1,2,3,2,4,Bangladesh,Asia
BGD,2018,1,2,3,2,4,Bangladesh,Asia
BGD,2018,1,2,4,3,4,Bangladesh,Asia
BGD,2018,1,2,4,4,4,Bangladesh,Asia
BGD,2018,1,2,3,3,4,Bangladesh,Asia
BGD,2018,1,2,3,2,4,Bangladesh,Asia
BGD,2018,1,2,4,4,4,Bangladesh,Asia
BGD,2018,1,2,4,4,4,Bangladesh,Asia
BGD,2018,1,2,4,4,4,Bangladesh,Asia
BGD,2018,2,2,4,2,4,Bangladesh,Asia
BGD,2018,2,2,4,2,4,Bangladesh,Asia
BGD,2018,2,2,4,2,3,Bangladesh,Asia
BGD,2018,2,2,4,3,4,Bangladesh,Asia
BGD,2018,2,2,3,2,4,Bangladesh,Asia
BGD,2018,2,2,3,2,4,Bangladesh,Asia
BGD,2018,2,2,3,2,4,Bangladesh,Asia
BGD,2018,2,2,4,3,4,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,3,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,3,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,3,4,Bangladesh,Asia
BGD,2018,3,2,4,3,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,3,2,1,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,4,1,1,1,1,Bangladesh,Asia
BGD,2018,4,1,4,4,4,Bangladesh,Asia
BGD,2018,4,1,1,2,1,Bangladesh,Asia
BGD,2018,5,1,4,2,4,Bangladesh,Asia
BGD,2018,4,1,2,2,1,Bangladesh,Asia
BGD,2018,4,1,2,2,2,Bangladesh,Asia
BGD,2018,4,1,2,2,2,Bangladesh,Asia
BGD,2018,4,1,2,3,3,Bangladesh,Asia
BGD,2018,4,1,3,3,3,Bangladesh,Asia
BGD,2018,4,1,3,3,1,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,2,2,2,2,4,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,2,2,3,2,4,Bangladesh,Asia
BGD,2018,2,2,2,2,4,Bangladesh,Asia
BGD,2018,2,2,4,2,3,Bangladesh,Asia
BGD,2018,2,2,2,2,2,Bangladesh,Asia
BGD,2018,2,2,3,2,4,Bangladesh,Asia
BGD,2018,2,2,4,2,2,Bangladesh,Asia
BGD,2018,2,2,3,2,4,Bangladesh,Asia
BGD,2018,5,2,4,2,4,Bangladesh,Asia
BGD,2018,5,2,4,2,4,Bangladesh,Asia
BGD,2018,5,2,3,2,4,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,2,2,3,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,4,1,3,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,4,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,2,2,2,Bangladesh,Asia
BGD,2018,3,2,2,1,1,Bangladesh,Asia
BGD,2018,3,2,2,2,2,Bangladesh,Asia
BGD,2018,3,2,4,2,4,Bangladesh,Asia
BGD,2018,4,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,2,1,4,Bangladesh,Asia
BGD,2018,2,2,4,3,4,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,2,2,4,2,4,Bangladesh,Asia
BGD,2018,2,2,3,1,4,Bangladesh,Asia
BGD,2018,2,2,4,3,4,Bangladesh,Asia
BGD,2018,2,2,4,2,4,Bangladesh,Asia
BGD,2018,2,2,2,2,4,Bangladesh,Asia
BGD,2018,2,2,2,2,2,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,2,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,3,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,6,1,4,3,3,Bangladesh,Asia
BGD,2018,6,1,4,3,3,Bangladesh,Asia
BGD,2018,6,1,4,3,3,Bangladesh,Asia
BGD,2018,6,1,3,2,4,Bangladesh,Asia
BGD,2018,6,1,3,3,4,Bangladesh,Asia
BGD,2018,6,1,4,2,4,Bangladesh,Asia
BGD,2018,6,1,4,2,4,Bangladesh,Asia
BGD,2018,6,1,4,4,4,Bangladesh,Asia
BGD,2018,6,1,4,2,4,Bangladesh,Asia
BGD,2018,6,1,2,2,4,Bangladesh,Asia
BGD,2018,3,2,3,2,4,Bangladesh,Asia
BGD,2018,3,2,3,2,4,Bangladesh,Asia
BGD,2018,3,2,3,2,4,Bangladesh,Asia
BGD,2018,2,2,4,3,4,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,3,4,Bangladesh,Asia
BGD,2018,3,2,4,2,4,Bangladesh,Asia
BGD,2018,3,2,4,2,4,Bangladesh,Asia
BGD,2018,3,2,4,2,4,Bangladesh,Asia
BGD,2018,5,2,1,2,1,Bangladesh,Asia
BGD,2018,5,2,1,2,1,Bangladesh,Asia
BGD,2018,5,2,4,2,4,Bangladesh,Asia
BGD,2018,5,2,3,1,4,Bangladesh,Asia
BGD,2018,5,2,1,2,2,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,4,2,4,Bangladesh,Asia
BGD,2018,5,2,3,2,1,Bangladesh,Asia
BGD,2018,5,2,4,3,4,Bangladesh,Asia
BGD,2018,2,2,4,2,4,Bangladesh,Asia
BGD,2018,2,2,4,2,3,Bangladesh,Asia
BGD,2018,2,2,4,2,4,Bangladesh,Asia
BGD,2018,2,2,4,4,4,Bangladesh,Asia
BGD,2018,2,2,4,2,4,Bangladesh,Asia
BGD,2018,2,2,4,2,4,Bangladesh,Asia
BGD,2018,2,2,2,2,4,Bangladesh,Asia
BGD,2018,2,2,4,3,3,Bangladesh,Asia
BGD,2018,2,2,2,2,4,Bangladesh,Asia
BGD,2018,2,2,2,2,4,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,4,2,4,Bangladesh,Asia
BGD,2018,5,2,3,2,4,Bangladesh,Asia
BGD,2018,5,2,4,3,4,Bangladesh,Asia
BGD,2018,5,2,4,2,4,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,5,2,2,3,4,Bangladesh,Asia
BGD,2018,4,2,3,4,3,Bangladesh,Asia
BGD,2018,4,2,4,3,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,3,3,Bangladesh,Asia
BGD,2018,5,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,4,2,1,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,3,1,1,Bangladesh,Asia
BGD,2018,3,2,4,2,2,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,3,2,2,2,4,Bangladesh,Asia
BGD,2018,3,2,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,1,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
BGD,2018,2,1,4,4,4,Bangladesh,Asia
